0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.984693
11	0.000000
12	0.000000
13	0.984693
14	0.000000
15	0.000000
16	0.000000
17	0.000000
18	0.000000
19	0.000000
20	0.000000
21	0.000000
22	0.000000
23	0.000000
24	0.000000
25	0.000000
26	0.000000
27	0.000000
28	0.000000
29	0.000000
30	0.000000
31	0.000000
32	16.208012
33	0.015013
34	0.001050
35	0.000000
36	0.000000
37	0.000000
38	0.000062
39	0.000124
40	0.006240
41	0.006116
42	0.000124
43	0.000000
44	1.187093
45	0.551225
46	0.815099
47	0.029038
48	0.007290
49	0.013839
50	0.007476
51	0.012665
52	0.014025
53	0.015137
54	0.008464
55	0.006858
56	0.006425
57	0.006734
58	0.049055
59	0.059867
60	0.000124
61	0.000000
62	0.000000
63	0.112136
64	0.000000
65	0.179479
66	0.041333
67	0.073151
68	0.039479
69	0.136787
70	0.024157
71	0.037440
72	0.022798
73	0.031138
74	0.029656
75	0.000124
76	0.059311
77	0.068023
78	0.059188
79	0.011121
80	0.109726
81	0.015137
82	0.023848
83	0.088287
84	0.035525
85	0.011059
86	0.019647
87	0.000124
88	0.010627
89	0.064872
90	0.004695
91	0.000000
92	0.000000
93	0.000062
94	0.000000
95	0.000062
96	0.000062
97	9.324678
98	1.148417
99	3.199665
100	4.034410
101	10.046609
102	0.444527
103	0.787297
104	0.698577
105	4.378540
106	0.418516
107	0.001421
108	4.326581
109	2.145404
110	5.348837
111	7.038409
112	1.842237
113	1.001992
114	5.047647
115	5.882022
116	3.087838
117	3.392797
118	0.728603
119	0.045225
120	0.093415
121	0.724155
122	0.299955
123	0.000000
124	0.000000
125	0.000000
126	0.000371
127	0.000000
128	0.000000
129	0.000000
130	0.000000
131	0.000000
132	0.000000
133	0.000000
134	0.000000
135	0.000000
136	0.000000
137	0.000000
138	0.000000
139	0.000000
140	0.000000
141	0.000000
142	0.000000
143	0.000000
144	0.000000
145	0.000124
146	0.000124
147	0.000000
148	0.000062
149	0.000000
150	0.000309
151	0.000000
152	0.000000
153	0.000000
154	0.000000
155	0.000000
156	0.000000
157	0.000000
158	0.000000
159	0.000000
160	0.000000
161	0.015260
162	0.000000
163	0.000000
164	0.000000
165	0.000000
166	0.000000
167	0.000000
168	0.000000
169	0.000000
170	0.000000
171	0.025640
172	0.000000
173	0.000000
174	0.000000
175	0.000000
176	0.000000
177	0.000000
178	0.000000
179	0.000000
180	0.000000
181	0.000000
182	0.000000
183	0.000000
184	0.000000
185	0.000000
186	0.000000
187	0.026258
188	0.000000
189	0.000062
190	0.000000
191	0.111641
192	0.000000
193	0.000865
194	0.000000
195	0.000000
196	0.000000
197	0.000000
198	0.000000
199	0.000000
200	0.000000
201	0.002410
202	0.000000
203	0.000000
204	0.000000
205	0.000185
206	0.000000
207	0.000000
208	0.000000
209	0.000000
210	0.000000
211	0.000124
212	0.000000
213	0.000000
214	0.000000
215	0.000000
216	0.000000
217	0.000000
218	0.031818
219	0.000000
220	0.000000
221	0.000000
222	0.000000
223	0.000000
224	0.000000
225	0.350370
226	0.000000
227	0.000000
228	0.000000
229	0.000000
230	0.000000
231	0.000000
232	0.000000
233	0.293715
234	0.000000
235	0.000000
236	0.000000
237	0.536583
238	0.000000
239	0.000000
240	0.000000
241	0.119858
242	0.000000
243	0.582117
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.106143
251	0.000000
252	0.002595
253	0.000000
254	0.000000
255	0.000000
